datelementid,uid,name,formname,valuetype,categorycomboid,uid,name,categoryoptioncomboid,uid,name,HMIS-CODE,HMIS-NAME,UPHMIS-DHIS2-NAME
7165537,NbxHvSiZYyA,Adolscent/adult deaths,Number of Adolscent / Adult deaths due to Cancer,INTEGER,7137626,UFDSfL0t2Gk,Adolscent deaths,7137631,EHwU077SibV,Acute disease, v278,Number of Adolscent / Adult deaths due to Known Acute Disease,Adolscent/adult deaths_Acute disease
7165537,NbxHvSiZYyA,Adolscent/adult deaths,Number of Adolscent / Adult deaths due to Cancer,INTEGER,7137626,UFDSfL0t2Gk,Adolscent deaths,7137632,PuwbCFzmkKp,Chronic disease, v279,Number of Adolscent / Adult deaths due to Known Chronic Disease,Adolscent/adult deaths_Chronic disease
7165537,NbxHvSiZYyA,Adolscent/adult deaths,Number of Adolscent / Adult deaths due to Cancer,INTEGER,7137626,UFDSfL0t2Gk,Adolscent deaths,7137633,CslMXpOUXWt,Cause not known, v280,Number of Adolscent / Adult deaths due to Causes not known,Adolscent/adult deaths_Cause not known
7165575,byY5OBzLpmb,PV malaria deaths,Number of Deaths due to Malaria- Plasmodium Vivax,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v281,Number of Deaths due to Malaria- Plasmodium Vivax,PV malaria deaths_
7165599,AH5GDfQiFss,PF malaria deaths,Number of Deaths due to Malaria- Plasmodium Falciparum,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v282,Number of Deaths due to Malaria- Plasmodium Falciparum,PF malaria deaths_
7165663,lCJT4dCnxpF,Kala-azar deaths,Number of Deaths due to Kala Azar,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v283,Number of Deaths due to Kala Azar,Kala-azar deaths_
7166239,YVCnkEQaOF0,Dengue deaths,Dengue deaths,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v284,Number of Deaths due to Dengue,Dengue deaths_
9088,Z71tzoBjeLj,Deaths due to AES,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v285,Number of Deaths due to Acute Encephelitis Syndrome (AES),Deaths due to AES_
9087,cBYuuODNZ8c,Deaths due to JE,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v286,Number of Deaths due to Encephalitis (JE),Deaths due to JE_
7272097,YoIJ4GhA4En,Last date of supply(essential drugs),Last Date of Supply of essential drugs(DD/MM/YYYY),TEXT,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v287,Last date of supply of essential drugs,Last date of supply(essential drugs)_
7440911,o6w26EvZlrw,IFA Tab - Stocks,IFA Tab - Stocks,TEXT,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v288,Stock status of Iron Folic Acid (IFA) tablets,IFA Tab - Stocks_
7167480,A457aStVYuU,IFA-blue(10-19 yrs),IFA - Blue ( Adolescent 1-19 yrs),TEXT,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v289,Stock status of IFA tablets - Blue for Adolescents (Aged 10-19 yrs),IFA-blue(10-19 yrs)_
1631028,PJqKcSfFPQV,Syrup bi-weekly IFA supplimentation,Syrup bi-weekly IFA supplimentation,TEXT,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v290,Stock status of IFA Syrup supplimentation (bi-weekly),Syrup bi-weekly IFA supplimentation_
8993,mqecOwi4pRT,Syrup Vit. A-Stock,,TEXT,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v291,Stock status of Vitamine-A syrup,Syrup Vit. A-Stock_
8988,Ih5cGEEYr31,ORS,,TEXT,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v292,Stock status of ORS packets,ORS_
8989,S8afDnqM2l0,Tablet Zinc DT (20mg),,TEXT,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v293,Stock status of Zinc DT tablets,Tablet Zinc DT (20mg)_
8970,idS5zFSaJm9,Inj. Magnesium Sulfate,,TEXT,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v294,Stock status of Inj Magnesium Sulphate,Inj. Magnesium Sulfate_
8964,ajAwdn8mfy6,Inj. Oxytocin,,TEXT,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v295,Stock status of Inj Oxytocin,Inj. Oxytocin_
1630965,gAuDQh6aCEI,Tab misoprostol,Tab Misoprostol,TEXT,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v296,Stock status of Misoprostol tablets,Tab misoprostol_
7167912,mF4eNdYdxHm,Tab mifepristone,Mifepristone tablets,TEXT,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v297,Stock status of Mifepristone tablets,Tab mifepristone_
7167775,aryxc3XswQs,Antibiotics,Antibiotics,TEXT,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v298,Stock status of Antibiotics,Antibiotics_
7168160,r6SpVfFIjoD,Labelled emergency tray,Labelled emergency tray,TEXT,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v299,Availability of labelled emergency tray,Labelled emergency tray_
7168263,IXPTgyIdWf1,Drugs for HTN/Diabetes/Common ailments,"Drugs for hypertension, Diabetes, common ailments e.g PCM, anti-allergic drugs etc.",TEXT,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v300,"Stock status of Drugs for hypertension, Diabetes, common ailments (PCM, anti-allergic drugs etc.)",Drugs for HTN/Diabetes/Common ailments_
1630985,ozAnK5gsFJn,Tab ABZ,Tab Albendazole,TEXT,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v301,Stock status of Albendazole tablets,Tab ABZ_
7272327,vALGYWiHI4K,Last date of supply(essential vaccines),Last Date of Supply of essential vaccines (DD/MM/YYYY),TEXT,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v302,Last date of supply of essential vaccines,Last date of supply(essential vaccines)_
8971,H8yg9hNrv53,Inj. Tetanus Toxoid,,TEXT,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v303,Stock status of Inj. Tetanus Toxoid,Inj. Tetanus Toxoid_
9018,AEsLAfDmMB9,BCG,,TEXT,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v304,Stock status of Inj. BCG,BCG_
9020,Qr0Z1Bc8GJL,Hepatitis B,,TEXT,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v305,Stock status of Inj. Hepatitis B,Hepatitis B_
9019,LZBbXkmEWXQ,OPV,,TEXT,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v306,Stock status of Inj. OPV,OPV_
9021,UnSF9vRRTOa,DPT,,TEXT,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v307,Stock status of Inj. DPT,DPT_
9022,FnObOzlvgRZ,Measles,,TEXT,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v308,Stock status of Inj. Measles,Measles_
7272452,xdnUfX8AVc2,Last date of supply(essential contraceptives),Last Date of Supply of essential contraceptives(DD/MM/YYYY),TEXT,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v309,Stock status of last date of supply of essential contraceptive,Last date of supply(essential contraceptives)_
8959,ns4g8gTFWim,"IUCD 375,380A",,TEXT,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v310,"Stock status of IUCD 375,380A","IUCD 375,380A_"
8960,Y3wDADQUeEi,OCP,,TEXT,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v311,Stock status of Combined Oral Pills (in cycles),OCP_
8962,To77va58TTR,Condoms,,TEXT,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v312,Stock status of Condoms (in pieces),Condoms_
7272535,TvhNc9gXgHx,MPA vials (injectable contaceptives),Injectable Contraceptive MPA (vials),TEXT,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, v313,Stock status of Injectable Contraceptive MPA (vials),MPA vials (injectable contaceptives)_
1630944,MvlszoKyUJM,Doctors Regular,Doctors (Level 1 & above),INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a1,Number of doctors (Level 1 & above) working in the facility during the reporting month - (Regular),Doctors Regular_
1631316,OF50O2ymGhH,Physician,,INTEGER,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a2,Number of physicians working in the facility during the reporting month - (Regular),Physician_Regular
1631316,OF50O2ymGhH,Physician,,INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a3,Number of physicians working in the facility during the reporting month -  (Contractual),Physician_Contractual
1631317,wQ9U0Sjfwvt,Pediatrician,,INTEGER,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a4,Number of Paediatricians  working in the facility during the reporting month - (Regular),Pediatrician_Regular
1631317,wQ9U0Sjfwvt,Pediatrician,,INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a5,Number of Paediatricians  working in the facility during the reporting month - (Contractual),Pediatrician_Contractual
1631318,crdRJrpfdLG,Radiologist,,INTEGER,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a6,Number of Radiologists working in the facility during the reporting month  - (Regular),Radiologist_Regular
1631318,crdRJrpfdLG,Radiologist,,INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a7,Number of Radiologists working in the facility during the reporting month - (Contractual),Radiologist_Contractual
1631319,oojy5GxBmNM,Gynaecologist & Obstetrics,,INTEGER,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a8,Number of Gynaecologists & Obstetrics working in the facility during the reporting month - (Regular),Gynaecologist & Obstetrics_Regular
1631319,oojy5GxBmNM,Gynaecologist & Obstetrics,,INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a9,Number of Gynaecologists & Obstetrics working in the facility during the reporting month -  (Contractual),Gynaecologist & Obstetrics_Contractual
1631391,MHTBM1fjZnH,Anaesthetists,,INTEGER,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a10,Number of Anaesthetists working in the facility during the reporting month - (Regular),Anaesthetists_Regular
1631391,MHTBM1fjZnH,Anaesthetists,,INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a11,Number of Anaesthetists working in the facility during the reporting month - (Contractual),Anaesthetists_Contractual
1631449,uE82yCnrD5G,Pathologist,,INTEGER,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a12,Number of Pathologists  working in the facility during the reporting month - (Regular),Pathologist_Regular
1631449,uE82yCnrD5G,Pathologist,,INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a13,Number of Pathologists  working in the facility during the reporting month -  (Contractual),Pathologist_Contractual
1631451,HSnEflnNjrZ,General surgeon,,INTEGER,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a14,Number of General surgeons working in the facility during the reporting month - (Regular),General surgeon_Regular
1631451,HSnEflnNjrZ,General surgeon,,INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a15,Number of General surgeons working in the facility during the reporting month - (Contractual),General surgeon_Contractual
1631452,p2Ml6btrEQT,Dental surgeon,,INTEGER,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a16,Number of Dental surgeons working in the facility during the reporting month - (Regular),Dental surgeon_Regular
1631452,p2Ml6btrEQT,Dental surgeon,,INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a17,Number of Dental surgeons working in the facility during the reporting month. - (Contractual),Dental surgeon_Contractual
1631453,pnl5JsoJs81,Ortho surgeon,,INTEGER,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a18,Number of Ortho surgeons working in the facility during the reporting month - (Regular),Ortho surgeon_Regular
1631453,pnl5JsoJs81,Ortho surgeon,,INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a19,Number of Ortho surgeons working in the facility during the reporting month - (Contractual),Ortho surgeon_Contractual
1631454,yJ9PXq34LBF,ENT surgeon,,INTEGER,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a20,Number of ENT surgeons working in the facility during the reporting month - (Regular),ENT surgeon_Regular
1631454,yJ9PXq34LBF,ENT surgeon,,INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a21,Number of ENT surgeons working in the facility during the reporting month - (Contractual),ENT surgeon_Contractual
1631455,CLQjaLvCQ9x,Total Surgeon,,INTEGER,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a22,Number of total surgeons working in the facility during the reporting month. - (Regular),Total Surgeon_Regular
1631455,CLQjaLvCQ9x,Total Surgeon,,INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a23,Number of total surgeons working in the facility during the reporting month - (Contractual),Total Surgeon_Contractual
1631458,ehv2bLsTf73,Chest & TB specialist,,INTEGER,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a24,Number of Chest & TB specialists working in the facility during the reporting month - (Regular),Chest & TB specialist_Regular
1631458,ehv2bLsTf73,Chest & TB specialist,,INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a25,Number of Chest & TB specialists working in the facility during the reporting month. - (Contractual),Chest & TB specialist_Contractual
1631461,xEEYeXuXvmA,Skin & Venereal Diseases specialist,Skin & Venereal Diseases specialist,INTEGER,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a26,Number of Skin & VD specialists  working in the facility during the reporting month - (Regular),Skin & Venereal Diseases specialist_Regular
1631461,xEEYeXuXvmA,Skin & Venereal Diseases specialist,Skin & Venereal Diseases specialist,INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a27,Number of Skin & VD specialists  working in the facility during the reporting month - (Contractual),Skin & Venereal Diseases specialist_Contractual
1631462,lZ8oHw6A5k2,Other specialist,,INTEGER,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a28,Number of other specialists  working in the facility during the reporting month - (Regular),Other specialist_Regular
1631462,lZ8oHw6A5k2,Other specialist,,INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a29,Number of other specialists  working in the facility during the reporting month - (Contractual),Other specialist_Contractual
1630780,csJnMrTuDIi,MO MBBS (M),MBBS male MO,INTEGER,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a30,Number of MBBS male MO  working in the facility during the reporting month - (Regular),MO MBBS (M) _Regular
1630780,csJnMrTuDIi,MO MBBS (M),MBBS male MO,INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a31,Number of MBBS male MO  working in the facility during the reporting month - (Contractual),MO MBBS (M) _Contractual
1630781,el3foLVFVA7,MO MBBS (F),MBBS female MO,INTEGER,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a32,Number of MBBS female MO  working in the facility during the reporting month - (Regular),MO MBBS (F)_Regular
1630781,el3foLVFVA7,MO MBBS (F),MBBS female MO,INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a33,Number of MBBS female MO  working in the facility during the reporting month - (Contractual),MO MBBS (F)_Contractual
1631463,PEDvkOZiijP,EMO (Emergency Medical Officer),,INTEGER,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a34,Number of Emergency Medical Officer  working in the facility during the reporting month - (Regular),EMO (Emergency Medical Officer)_Regular
1631463,PEDvkOZiijP,EMO (Emergency Medical Officer),,INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a35,Number of Emergency Medical Officer  working in the facility during the reporting month - (Contractual),EMO (Emergency Medical Officer)_Contractual
1630782,ezNk3oc4wtK,Medical Officer AYUSH-(M),Medical officer AYUSH-  (Male),INTEGER,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a36,Number of medical officer AYUSH (male) working in the facility during the reporting month - (Regular),Medical Officer AYUSH-(M)_Regular
1630782,ezNk3oc4wtK,Medical Officer AYUSH-(M),Medical officer AYUSH-  (Male),INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a37,Number of medical officer AYUSH (male) working in the facility during the reporting month  - (Contractual),Medical Officer AYUSH-(M)_Contractual
1630783,hoAelHcpT7i,Medical Officer AYUSH-(F),Medical officer AYUSH-  (Female),INTEGER,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a38,Number of medical officer AYUSH (female) working in the facility during the reporting month  - (Regular),Medical Officer AYUSH-(F)_Regular
1630783,hoAelHcpT7i,Medical Officer AYUSH-(F),Medical officer AYUSH-  (Female),INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a39,Number of medical officer AYUSH (female) working in the facility during the reporting month - (Contractual),Medical Officer AYUSH-(F)_Contractual
1631464,YXXrYrdmifx,Staff nurse,,INTEGER,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a40,Number of staff nurse working in the facility during the reporting month - (Regular),Staff nurse_Regular
1631464,YXXrYrdmifx,Staff nurse,,INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a41,Number of staff nurse working in the facility during the reporting month  -(Contractual),Staff nurse_Contractual
1631467,O1m5DiR2UWD,Ward boy,,INTEGER,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a42,Number of ward boy working in the facility during the reporting month - (Regular),Ward boy_Regular
1631467,O1m5DiR2UWD,Ward boy,,INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a43,Number of ward boy working in the facility during the reporting month - (Contractual),Ward boy_Contractual
1630796,vl9KIoWZKa8,X-ray technician,X-ray technician,INTEGER,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a44,Number of X-ray technician working in the facility during the reporting month - (Regular),X-ray technician _Regular
1630796,vl9KIoWZKa8,X-ray technician,X-ray technician,INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a45,Number of X-ray technician working in the facility during the reporting month - (Contractual),X-ray technician _Contractual
1630797,vevvQ68Ld0M,Optometrist,Optometrist,INTEGER,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a46,Number of Optometrist working in the facility during the reporting month - (Regular),Optometrist _Regular
1630797,vevvQ68Ld0M,Optometrist,Optometrist,INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a47,Number of Optometrist working in the facility during the reporting month - (Contractual),Optometrist _Contractual
1631469,qQ1V9SyKxy7,Physiotherapist,,INTEGER,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a48,Number of Physiotherapist working in the facility during the reporting month - (Regular),Physiotherapist_Regular
1631469,qQ1V9SyKxy7,Physiotherapist,,INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a49,Number of Physiotherapist working in the facility during the reporting month - (Contractual),Physiotherapist_Contractual
1631473,Te0qNylqSyR,Total class IV employees,,INTEGER,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a50,Number of class IV employees working in the facility during the reporting month - (Regular),Total class IV employees_Regular
1631473,Te0qNylqSyR,Total class IV employees,,INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a51,Number of class IV employees working in the facility during the reporting month - (Contractual),Total class IV employees_Contractual
1630779,FHHTEUDKXqm,Lab technician (LT/LA),Lab tech. (LT/LA),INTEGER,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a52,Number of Lab technician (LT/LA)  working in the facility during the reporting month - (Regular),Lab technician (LT/LA)_Regular
1630779,FHHTEUDKXqm,Lab technician (LT/LA),Lab tech. (LT/LA),INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a53,Number of Lab technician (LT/LA)  working in the facility during the reporting month - (Contractual),Lab technician (LT/LA)_Contractual
1630784,Z3gHxd5GeWU,Pharmacist,Pharmacist,INTEGER,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a54,Number of Pharmacist working in the facility during the reporting month - (Regular),Pharmacist _Regular
1630784,Z3gHxd5GeWU,Pharmacist,Pharmacist,INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a55,Number of Pharmacist working in the facility during the reporting month - (Contractual),Pharmacist _Contractual
1630862,q2aeATVjK6L,ARO available (Y/N),ARO availaible (Y/N),BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a56,Whether Assistant Research Officer (ARO) is available in the facility during the reporting month - (Regular),ARO available (Y/N)_
1630840,W52znAaXkHm,HEO availaible,HEO availaible (applicable for only BCHC/BPHC),BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a57,Whether Health Education Officer (HEO) is available in the facility during the reporting month - (Regular),HEO availaible_
1630785,v05N5tQljJA,ANMs,ANMs,INTEGER,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a58,Number of ANMs working in the facility during the reporting month - (Regular),ANMs  _Regular
1630785,v05N5tQljJA,ANMs,ANMs,INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a59,Number of ANMs working in the facility during the reporting month - (Contractual),ANMs  _Contractual
1635570,x4vnrFet8kL,MPW (m),,INTEGER,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a60,Number of MPW (Multi Purpose Worker) male working in the facility during the reporting month - (Regular),MPW (m)_Regular
1635570,x4vnrFet8kL,MPW (m),,INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a61,Number of MPW (Multi Purpose Worker) male working in the facility during the reporting month -(Contractual),MPW (m)_Contractual
1631512,czeaCBDsXsh,GNM,,INTEGER,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a62,Number of GNMs (General Nursing and Midwifery) working in the facility during the reporting month - (Regular),GNM_Regular
1631512,czeaCBDsXsh,GNM,,INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a63,Number of GNMs (General Nursing and Midwifery) working in the facility during the reporting month - (Contractual),GNM_Contractual
1631476,iTUEKlyTSf1,Data entry op./MCTS operator available (Y/N),,BOOLEAN,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a64,Whether data entry operator/MCTS operator is available in the facility during the reporting month or not - (Regular),Data entry op./MCTS operator available (Y/N)_Regular
1631476,iTUEKlyTSf1,Data entry op./MCTS operator available (Y/N),,BOOLEAN,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a65,Whether data entry operator/MCTS operator is available in the facility during the reporting month or not - (Contractual),Data entry op./MCTS operator available (Y/N)_Contractual
1630798,OfcWxQSRSLR,FP counsellors,FP counsellors,INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a66,Number of family planning counsellors working in the facility during the reporting month - (Contractual),FP counsellors _Contractual
1630799,o19VBfrcxJT,ARSH counsellors,ARSH counsellors,INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a67,Number Adolescent Reproductive and Sexual (ARSH) Health counsellors working in the facility during the reporting month - (Contractual),ARSH counsellors _Contractual
1630841,JDP94GuW5mm,BPM availaible,BPM availaible  (applicable for only BCHC/BPHC),BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a68,Whether Block Program Manager (BPM) is available in the facility during the reporting month or not.,BPM availaible _
1630842,t0pAe39CmH5,BCPM availaible,BCPM availaible  (applicable for only BCHC/BPHC),BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a69,Whether Block Community Program Manager (BCPM) is available in the facility during the reporting month or not.,BCPM availaible_
1630843,qm6RkKgQdVa,BAM availaible,BAM availaible  (applicable for only BCHC/BPHC),BOOLEAN,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a70,Whether Block Account Manager  (BAM) is available in the facility during the reporting month or not.,BAM availaible_
1631516,ZTyKA5FfBDp,Female sweeper,,INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a71,Number of female sweeper working in the facility during the reporting month - (Contractual),Female sweeper_Contractual
1630786,KFfMb3b7wBS,Pathologist-BB,Pathologist,INTEGER,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a72,Number of Pathologists working in the facility during the reporting month -(Blood Bank) -(Regular),Pathologist-BB_Regular
1630786,KFfMb3b7wBS,Pathologist-BB,Pathologist,INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a73,Number of Pathologists working in the facility during the reporting month - (Blood Bank) -(Contractual),Pathologist-BB_Contractual
1630787,r1w2vzLi1WI,Medical officer -BB,Medical officer,INTEGER,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a74,Number of Medical Officer working in the facility during the reporting month. (Blood Bank) -(Regular),Medical officer -BB_Regular
1630787,r1w2vzLi1WI,Medical officer -BB,Medical officer,INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a75,Number of Medical Officer working in the facility during the reporting month. (Blood Bank) -(Contractual),Medical officer -BB_Contractual
1630788,XDMPfO7vCpP,Staff nurse-BB,Staff nurse,INTEGER,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a76,Number of Staff nurse working in the facility during the reporting month.(Blood Bank) -(Regular),Staff nurse-BB_Regular
1630788,XDMPfO7vCpP,Staff nurse-BB,Staff nurse,INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a77,Number of Staff nurse working in the facility during the reporting month.(Blood Bank) -(Contractual),Staff nurse-BB_Contractual
1630789,AtulxLDsA3D,Pharmacist-BB,Pharmasist,INTEGER,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a78,Number of Pharmasist working in the facility during the reporting month. (Blood Bank) -(Regular),Pharmacist-BB_Regular
1630789,AtulxLDsA3D,Pharmacist-BB,Pharmasist,INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a79,Number of Pharmasist working in the facility during the reporting month. (Blood Bank) -(Contractual),Pharmacist-BB_Contractual
1630790,kdZUACKsEcc,SLT-BB,SLT,INTEGER,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a80,Number of senior lab technicians working in the facility during the reporting month.(Blood Bank) -(Regular),SLT-BB_Regular
1630790,kdZUACKsEcc,SLT-BB,SLT,INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a81,Number of senior lab technicians working in the facility during the reporting month.(Blood Bank) -(Contractual),SLT-BB_Contractual
1630791,DKhQC2FYadM,LT -BB,LT,INTEGER,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a82,Number of lab technicians working in the facility during the reporting month.(Blood Bank)- (Regular),LT -BB_Regular
